사용자 유형,기존 응원 팀,질문,매칭팀,추천 리그,sbert_score,n2v_score,vector_score,매칭 스코어,llm_rank,llm_reason
1,맥라렌,나는 맥라렌의 '세나와 프로스트' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.43078703,0.5,0.9480141155784624,0.5619,2,"제주 SK FC는 자연스러운 색조와 현대적인 요소를 결합한 디자인으로 맥라렌의 스타일과 유사하지만, 전체적으로 조금 더 단순하고 정교하지 않은 느낌이 있습니다."
1,맥라렌,나는 맥라렌의 '세나와 프로스트' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.38020647,0.5,0.9680314540706978,0.5457,3,대전 하나 시티즌은 다양한 색상과 패턴을 사용한 디자인으로 맥라렌의 스타일과는 다소 차이가 있습니다. 하지만 현대적인 느낌을 지니고 있어 일부 요소를 공유합니다.
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.33241814,0.5,0.9837736012587378,0.5297,1,"KT 위즈는 젊은 선수들이 주축을 이루고 있으며, 빠른 발전과 변화를 추구하는 팀입니다."
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,두샨 베어스,KBO,0.27945733,0.5,0.9153537552423172,0.4949,3,분석 실패 또는 신뢰도 낮음
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,LG 트윈즈,KBO,0.27407843,0.5,0.9260043181881564,0.4948,2,"LG는 다양한 연령대와 경험이 있는 선수들이 있지만, 전체적으로 젊은 팀의 특징을 지니고 있지 않습니다."
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.45722264,0.5,0.9323982092801332,0.5694,1,FC안양은 공격적인 플레이와 빠른 전개 스타일을 선호하는 팀으로 유명합니다.
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.3594057,0.5,0.9680314540706978,0.5374,2,"대전 하나 시티즌도 공격적인 축구를 선호하며, 빠른 속도의 경기가 많습니다."
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.3668327,0.5,0.9480141155784624,0.5363,3,"제주 SK FC는 전반적으로 보수적인 플레이를 선호하는 팀으로, 빠르지 않은 경기가 많습니다."
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.35654834,0.5,0.9721760249455392,0.5371,1,크리스탈 팰리스는 공격적인 축구 스타일과 빠른 전개 속도에서 레드불의 스타일에 유사합니다.
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.34917504,0.5,0.9648402984482792,0.5326,2,"뉴캐슬은 강력한 수비와 빠른 반격으로 상대팀을 압박하는 스타일을 선호하며, 레드불의 전술적 특징과 유사합니다."
1,레드불,나는 레드불의 '빠른 학습력' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울버햄튼 원더러스,EPL,0.31231856,0.5,0.9769664364860592,0.5203,3,"울버햄튼은 강력한 수비와 빠른 반격으로 상대팀을 압박하는 스타일이지만, 레드불과 같은 공격적인 축구 스타일에 비해 덜 유사합니다."
1,애스턴 마틴,나는 애스턴 마틴의 '기술 인재 영입' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.5184833,0.9896647930145264,0.9323982092801332,0.7897,2,"FC안양은 기술적인 축구를 중시하는 팀으로, 공격적인 플레이 스타일과 유연한 전술을 선호한다."
1,애스턴 마틴,나는 애스턴 마틴의 '기술 인재 영입' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,광주FC,K LEAGUE,0.44336498,0.9872194528579712,0.9032777632922462,0.7529,1,"광주FC는 강력한 수비와 빠른 전환 속도를 바탕으로 한 기술적인 축구를 추구하며, 애스턴 마틴의 스타일과 유사한 특징을 가지고 있다."
1,애스턴 마틴,나는 애스턴 마틴의 '기술 인재 영입' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대구FC,K LEAGUE,0.33964294,0.988800883293152,0.91831849803009,0.715,3,"대구FC는 공격적인 플레이와 빠른 속도에 중점을 두며, 기술적인 축구를 추구하지만, 전술적 안정성 측면에서 약간 부족한 면이 있다."
1,애스턴 마틴,나는 애스턴 마틴의 '기술 인재 영입' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.4139607,0.995154857635498,0.9648402984482792,0.7566,1,"뉴캐슬 유나이티드는 기술적 플레이와 전술적인 안정성을 중시하는 팀으로, 애스턴 마틴의 스타일과 비슷한 느낌을 준다."
1,애스턴 마틴,나는 애스턴 마틴의 '기술 인재 영입' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.438596,0.5,0.9721760249455392,0.5699,2,"크리스탈 팰리스는 공격적인 축구와 기술적 플레이를 중시하는 팀으로, 애스턴 마틴의 스타일과 유사한 측면이 있다."
1,애스턴 마틴,나는 애스턴 마틴의 '기술 인재 영입' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,토트넘 홋스퍼,EPL,0.3670161,0.5,0.9597523705379494,0.5388,3,토트넘은 다양한 전술을 시도하며 기술적 플레이를 중시하는 팀이다. 하지만 애스턴 마틴의 스타일과 완전히 일치하지 않을 수 있다.
1,메르세데스,나는 메르세데스의 '안정성중시' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.42129177,0.5,0.9837736012587378,0.5653,1,안정적인 성적 유지와 꾸준한 경쟁력
1,메르세데스,나는 메르세데스의 '안정성중시' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,LG 트윈즈,KBO,0.3389874,0.5,0.9260043181881564,0.5208,3,균형 잡힌 내야진과 타선의 성능
1,메르세데스,나는 메르세데스의 '안정성중시' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,삼성 라이온즈,KBO,0.35374582,0.5,0.8872751692682712,0.519,2,역사적으로 안정적인 성적과 강력한 투수-타선 균형
1,메르세데스,나는 메르세데스의 '안정성중시' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.5317067,0.5,0.9323982092801332,0.5992,1,"FC안양은 메르세데스 '안정성중시'와 비슷한 스타일을 가지고 있어, 안정적인 경기 운영과 전술적 일관성을 중시하는 팀입니다."
1,메르세데스,나는 메르세데스의 '안정성중시' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.4583968,0.5,0.9480141155784624,0.573,2,"제주 SK FC는 최근 몇 년간 꾸준히 성장하고 있는 팀으로, 안정된 성적을 내기 위해 노력하고 있습니다."
1,메르세데스,나는 메르세데스의 '안정성중시' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.44280243,0.5,0.9680314540706978,0.5707,3,"대전 하나 시티즌은 다양한 선수들을 보유하고 있어, 전술적 다양성을 중시하는 팀입니다. 그러나 안정성 측면에서는 약간 부족한 면이 있습니다."
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.3198335,0.5,0.9837736012587378,0.5247,1,KT 위즈의 로고와 색상은 윌리엄스의 스타일과 유사한 느낌을 줍니다.
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,한화 이글스,KBO,0.24831857,0.5,0.9351941501467465,0.4864,2,한화 이글스의 로고는 윌리엄스의 스타일에 가까운 독특한 디자인을 가지고 있습니다.
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.34826526,0.3418318927288055,0.8965756496547588,0.4554,3,NC 다이노스의 로고와 색상은 윌리엄스의 스타일과는 약간 다른 느낌을 줍니다.
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.43537176,0.5,0.9480141155784624,0.5638,1,제주 SK FC는 윌리엄스의 'F1 창립 멤버' 같은 스타일을 연상시키는 이름입니다.
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.39752448,0.5,0.9680314540706978,0.5526,2,"대전 하나 시티즌은 현대적인 느낌이 강하지만, 완전히 윌리엄스의 스타일에 맞지 않습니다."
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울산 HD FC,K LEAGUE,0.3534993,0.5,0.9383072635247672,0.5291,3,"울산 HD FC는 이름 자체가 현대적이고 기술적인 느낌을 주지만, 'F1 창립 멤버' 같은 특정한 스타일과는 거리가 있습니다."
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.41168764,0.5,0.9721760249455392,0.5591,1,크리스탈 팰리스의 로고는 윌리엄스의 스타일과 매우 유사합니다.
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,토트넘 홋스퍼,EPL,0.29862925,0.5,0.9597523705379494,0.5114,2,토트넘 홋스퍼의 로고도 윌리엄스의 스타일에 가까운 독특한 디자인을 가지고 있습니다.
1,윌리엄스,나는 윌리엄스의 'F1 창립 멤버' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.43389073,0.3561464846134186,0.9648402984482792,0.509,3,뉴캐슬 유나이티드의 로고는 상대적으로 단순하여 윌리엄스의 스타일과 잘 맞지 않을 수 있습니다.
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",키움 히어로즈,KBO,0.35650653,0.5,0.7960969816462604,0.7527,1,키움 히어로즈의 유니폼 디자인과 색상이 알핀의 독특한 스타일에 잘 맞습니다.
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",KT 위즈,KBO,0.40069795,0.5,0.8114514212176897,0.5226,2,"KT 위즈의 유니폼은 간결하면서도 세련된 느낌을 주며, 알핀의 스타일에 가까운 부분이 있습니다."
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",NC 다이노스,KBO,0.40459734,0.5,0.7815366116334377,0.5181,3,NC 다이노스의 유니폼은 다양한 색상과 디자인 요소를 포함하고 있어 알핀의 스타일과는 약간 차이가 있습니다.
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",광주FC,K LEAGUE,0.5572561,0.5,0.8356004889161633,0.885,1,"광주FC의 유니폼 디자인은 알핀의 단기적 성공과 비슷한 현대적이고 세련된 느낌을 주며, 색상 조합도 잘 어울립니다."
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",FC안양,K LEAGUE,0.56059206,0.5,0.784926162116497,0.8718,2,"FC안양의 유니폼은 알핀 스타일과 비슷한 현대적이고 세련된 느낌을 주지만, 색상 조합이나 디자인이 조금 다릅니다."
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",대구FC,K LEAGUE,0.5452095,0.5,0.7774010787455954,0.8603,3,대구FC의 유니폼은 알핀 스타일과는 좀 다른 느낌을 줍니다. 하지만 현대적이고 세련된 디자인 요소가 일부 포함되어 있습니다.
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",크리스탈 팰리스,EPL,0.55403554,0.5,0.755024652548982,0.5726,1,크리스тал 팰리스의 홈 구장은 현대적인 디자인과 독특한 구조로 유명합니다. 알핀 스타일의 현대적이고 혁신적인 느낌이 크리스탈 팰리스와 잘 어울립니다.
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.52495074,0.5,0.7681154837998055,0.5636,3,분석 실패 또는 신뢰도 낮음
1,알핀,"나는 알핀의 '단기적_성공(모나코, 브라질_포디움)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.",토트넘 홋스퍼,EPL,0.5406486,0.5,0.6136012851013951,0.539,2,"토트넘이 현대적인 디자인을 선호하는 팀으로 알려져 있습니다. 알핀 스타일의 독특함과 토트넘의 현대적이고 혁신적인 느낌이 잘 어울리지만, 토트넘의 전통적인 색상과 로고가 알핀 스타일에 맞지 않는 부분이 있습니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.3679474,0.5,0.7751606407244519,0.5022,3,KT 위즈는 서울 연고팀으로 수도권 관중들의 지지를 받을 수 있습니다.
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.41341212,0.5,0.6682711506266527,0.499,2,NC 다이노스는 창원 연고팀으로 경남 지역에서 많은 지지를 받을 수 있습니다.
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.33676833,0.5,0.7278442646508857,0.4803,1,LG 트윈즈는 서울 연고팀으로 수도권 관중들의 압도적인 지지를 받을 수 있습니다.
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.42902645,0.5,0.7639530248390428,0.5244,1,"전북 현대는 전주에서 연고지를 가지고 있으며, 많은 팬들의 지지와 열정이 팀에 큰 영향을 미칩니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.45510298,0.5,0.6496981395205583,0.512,2,"제주는 제주도에서 연고지를 가지고 있어, 지역 팬들의 열정적인 응원을 받을 수 있습니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.40250242,0.5,0.7395024805573199,0.5089,3,"울산 HD FC는 실제로 존재하지 않는 팀이므로, 연고지와 압도적 성향이 강한 팀으로 추천하기 어렵습니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4447972,0.5,0.8584910843417664,0.5496,2,뉴캐슬 유나이티드는 북잉글랜드 출신으로 연고지 팬층이 강합니다.
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",첼시,EPL,0.42789719,0.5,0.8706678768140022,0.5453,3,"첼시는 런던에 위치해 있으며, 런던 지역의 많은 팬을 보유하고 있습니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.42330778,0.5,0.8391046888105949,0.5371,1,"리버풀은 북서 잉글랜드 출신으로, 매우 강한 연고지 성향이 있습니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",레드불,F1,0.45987117,0.5,0.9207281584775115,0.5681,3,"레드불은 최근 몇 년간 꾸준히 성장하고 있으며, 알론소와 맥스 베르튼 같은 강력한 드라이버를 보유하고 있습니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",페라리,F1,0.43377656,0.5,0.9380699792415192,0.5611,1,"페라리는 F1 역사상 가장 성공적인 팀 중 하나로, 최근 몇 년간 꾸준히 우승 후보에 오르며 많은 팬을 가지고 있습니다."
0,,"나는 F1는 처음인데, 연고지와(과) 압도적 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.40944213,0.5,0.8926631066210853,0.5423,2,"맥라렌은 전설적인 팀으로, 여러 차례 챔피언십을 수상하며 F1 역사에서 중요한 역할을 해왔습니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.38594663,0.5,0.7751606407244519,0.5094,1,KT 위즈는 강력한 투수진과 타선의 균형이 잘 맞춰져 있어 첫 시즌에 좋은 성적을 거둘 가능성이 높습니다.
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.43120456,0.5,0.6682711506266527,0.5061,2,"NC 다이노스는 지난 몇 년간 꾸준히 성장해왔으며, 강력한 투수와 타선의 조화로 인해 첫 시즌에 좋은 성적을 거둘 가능성이 있습니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.34022108,0.5,0.7278442646508857,0.4817,3,"LG 트윈스는 최근 몇 년간 꾸준히 성장하고 있으며, 강력한 투수와 타선의 조화로 인해 첫 시즌에 좋은 성적을 거둘 가능성이 있습니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.48937166,0.5,0.6496981395205583,0.5257,2,"제주 SK FC는 비교적 신생팀으로서 아직 완성도 높은 조직력이 보이지 않지만, 최근 몇 년간 꾸준히 성장하고 있으며, 선수단의 유연성이 높아 빠른 적응이 가능합니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.43335655,0.5,0.7395024805573199,0.5212,3,"울산 HD FC는 아직 리그에서의 경험이 부족하며, 조직력과 팀워크가 완전히 정착되지 않은 상태입니다. 그러나 젊은 선수들이 많아 성장 가능성이 큽니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.41559792,0.5,0.7639530248390428,0.519,1,"전북 현대 모터스는 K LEAGUE에서 가장 성공적인 팀 중 하나로, 강력한 조직력과 전술적 유연성을 자랑합니다. 경험이 풍부하며, 선수단의 연합력이 매우 높습니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.42681497,0.5,0.8584910843417664,0.5424,3,"뉴캐슬 유나이티드는 역사적으로는 중간급 팀으로, 최근 몇 년간 꾸준한 성적을 거두고 있습니다. 조직력도 어느 정도 갖추고 있지만, 리버풀이나 크리스탈 팰리스와 비교하면 상대적으로 덜 알려져 있으며, 팬덤의 규모나 전반적인 인지도에서 뒤처질 수 있습니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.48269278,0.5,0.7324546096951456,0.5396,2,"크리스탈 팰리스는 최근 몇 년간 꾸준히 상위권에 진출하며, 조직력과 전술적 안정감이 뛰어납니다. 역사적으로도 강팀으로 자리 잡고 있으며, 팬덤의 열정성도 높습니다. 그러나 리버풀과 비교하면 상대적으로 덜 알려져 있는 팀입니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.40969437,0.5,0.8391046888105949,0.5317,1,"리버풀은 역사적으로 가장 강력한 팀 중 하나로, 꾸준히 리그와 유럽 대회에서 우승을 차지하고 있습니다. 조직력과 전술적 안정감이 매우 뛰어나며, 팬덤의 규모와 인지도도 세계적인 수준입니다. 이는 초보자에게 매우 적합한 팀으로 평가됩니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",레드불,F1,0.49426532,0.5,0.9207281584775115,0.5819,3,"레드불은 최근 몇 년간 꾸준히 성장하고 있으며, 알론소와 같은 강력한 드라이버를 보유하고 있어 역사적 성과가 예상됩니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",페라리,F1,0.48537073,0.5,0.9380699792415192,0.5818,1,"페라리는 F1 역사상 가장 성공적인 팀 중 하나로, 많은 우승과 챔피언십을 차지한 바 있습니다. 강력한 조직력과 풍부한 경험 덕분에 예측 가능성이 높습니다."
0,,"나는 F1는 처음인데, 역사와(과) 조직력 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.4692734,0.5,0.8926631066210853,0.5662,2,"맥라렌은 F1 역사상 여러 번 우승을 차지한 팀으로, 강력한 기술력과 조직력을 바탕으로 꾸준히 성과를 내고 있습니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.3763817,0.5,0.7751606407244519,0.5056,3,"KT 위즈는 강력한 투수진과 타선의 균형을 자랑하며, 역전승이 많이 발생하는 팀으로 평가됩니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.4133709,0.5,0.6682711506266527,0.499,2,NC 다이노스는 강력한 타선과 다양한 경기 방식으로 상대적인 약팀과의 승리를 자주 거두는 팀입니다.
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.38002488,0.5,0.5913385168143483,0.4703,1,"키움 히어로즈는 전반적으로 균형 잡힌 팀으로, 역전승이 많이 발생하는 경향이 있습니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.46957824,0.5,0.7639530248390428,0.5406,1,전북 현대는 꾸준히 좋은 성적을 거두며 역전승이 많았던 팀으로 유명합니다.
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.4602122,0.5,0.5783335409929328,0.4998,2,"강원FC는 홈에서 상대적으로 강한 모습을 보이며, 역전승이 많이 일어나는 경향이 있습니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.42133605,0.5,0.6496981395205583,0.4985,3,"제주는 최근 성적이 좋지 않았지만, 역전승의 가능성이 있는 팀 중 하나입니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.45476007,0.5,0.8391046888105949,0.5497,2,"리버풀은 매우 강력한 공격력을 갖추고 있으며, 홈에서 상대적으로 높은 승률을 기록하고 있습니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",첼시,EPL,0.4322732,0.5,0.8706678768140022,0.547,3,"첼시는 전통적으로 강팀으로, 역전승이 가능하지만 최근 몇 년간의 성적은 약간 부진한 편입니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.43101132,0.5,0.8584910843417664,0.5441,1,"뉴캐슬은 홈에서 상대적으로 강력한 팀으로, 역전승이 가능하며 특히 후반전에 역전승을 기록하는 경우가 많습니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",레드불,F1,0.41619188,0.5,0.9207281584775115,0.5506,3,"레드불은 최근 몇 시즌 동안 꾸준히 상위권에 위치하며, 역전 성향이 있는 팀 중 하나입니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",페라리,F1,0.40565068,0.5,0.9380699792415192,0.5499,2,"페라리는 F1 역사상 가장 성공적인 팀 중 하나로, 역전 성향이 강한 팀으로 평가받습니다."
0,,"나는 EPL는 처음인데, 역전 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.3577674,0.5,0.8926631066210853,0.5216,1,"맥라렌은 꾸준히 상위권에 위치하며, 역전 성향이 있는 팀으로 평가됩니다."
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.35565537,0.5,0.7960969816462604,0.7522,2,"키움 히어로즈는 최근 몇 년간 꾸준한 성적을 내고 있으며, 홈구장인 한화 라이브 파크가 아름다운 경관을 자랑한다."
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.44442073,0.5,0.7815366116334377,0.5341,1,"NC 다이노스는 강원도 원주에 위치해 있어 낭만적인 야외 경기 경험을 제공하며, 최근 몇 년간 꾸준한 성적을 내고 있다."
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.40415677,0.5,0.8114514212176897,0.524,3,"KT 위즈는 인천의 송도구에 위치해 있으며, 현대차 드림파크가 아름다운 경관을 자랑한다. 그러나 최근 몇 년간 성적이 부진한 편이다."
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",광주FC,K LEAGUE,0.42912495,0.5,0.8356004889161633,0.8082,3,"광주FC는 가성비와 낭만적인 팀 분위기를 자랑합니다. 특히 홈 경기장인 광주월드컵경기장의 아름다운 경관과 팬들의 열정은 낭만적이지만, 최근 몇 년간 성적이 다소 부진한 편입니다."
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.42902026,0.5,0.7818536440483247,0.792,2,강원FC는 강원도민의 열정적인 응원을 받으며 홈 경기에서 상대적으로 강세를 보입니다. 가성비와 낭만적 팀 분위기가 잘 어우러지는 편입니다.
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",포항 스틸러스,K LEAGUE,0.41897017,0.5,0.8018722169184982,0.7919,1,"포항 스틸러스는 오랜 역사와 전통을 자랑하며, 특히 팬들의 열정적인 응원은 낭만적 팀 분위기를 연출합니다. 최근 몇 년간 성적이 다소 부진했지만, 가성비는 여전히 강한 편입니다."
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.52317667,0.5,0.755024652548982,0.5603,2,"크리스탈 팰리스는 공격적인 축구를 선호하는 팀으로, 빠른 패스와 기술적 플레이가 특징입니다."
